recipe_id,recipe_name,cuisine,category,cooking_method,difficulty,prep_time_minutes,cook_time_minutes,total_time_minutes,servings,spice_level,meal_type,is_vegetarian,is_vegan,is_gluten_free,is_halal,rating,review_count,calories_per_serving,estimated_cost_usd,date_added,is_traditional,is_festival_special,ingredients_list,ingredient_count
RCP05806,Rogan Josh,Indian,Beverages,Steamed,Hard,57,90,147,7,Hot,Lunch,False,False,False,False,4.6,3622,796,11.99,2023-08-20,False,False,"Onion (1 medium), Garlic (8 cloves), Salt (to taste), Tofu (615g), Shrimp (1 tbsp), Cardamom (1 tsp), Semolina (474 g), Water (4 tbsp), Fenugreek Leaves (3 tbsp), Lentils (Dal) (2 tbsp), Vinegar (3 tbsp), Peas (1 medium), Semolina (431 g), Ghee (414 ml), Butter (294 ml), Raisins (4 tbsp)",16
RCP05807,Indian Beverages Special 475,Indian,Beverages,Slow-cooked,Easy,31,66,97,6,Medium,Dessert,False,False,True,True,5.0,1510,418,14.9,2024-06-26,True,False,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Beef (793g), Cardamom (2 tsp), Paneer (282 ml), Chickpea Flour (355 g), Shrimp (4 tbsp)",8
RCP05808,Indian Beverages Special 476,Indian,Beverages,Steamed,Hard,31,62,93,5,Hot,Dinner,True,False,False,True,4.3,4472,244,12.77,2023-02-27,False,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Lentils (Dal) (328g), Black Pepper (1 tsp), Garam Masala (1 tsp), Wheat Flour (398 g), Paneer (4 tbsp), Chickpea Flour (241 g), Milk (246 ml), All-Purpose Flour (451 g), Cloves (1 tsp), Almonds (1 tbsp), Coconut Milk (1 tbsp), Mint Leaves (4 tbsp), Carrot (1 medium), Fenugreek Leaves (1 tbsp)",17
RCP05809,Gulab Jamun,Indian,Beverages,Baked,Medium,28,67,95,4,Very Hot,Dessert,False,False,False,True,3.6,507,757,13.79,2023-05-09,True,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Beef (985g), Mustard Seeds (3 tbsp), Green Chili (1 medium), Tofu (4 tbsp), Butter (100 ml), Mint Leaves (4 tbsp), Chickpea Flour (471 g), Red Chili Powder (1 tsp), Curry Leaves (1 tbsp)",12
RCP05810,Biryani,Indian,Beverages,Pressure-cooked,Medium,49,89,138,6,Hot,Snack,True,False,False,True,4.4,908,369,15.42,2024-11-17,True,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Chickpeas (478g), Milk (106 ml), Shrimp (1 tbsp), Mint Leaves (2 tbsp), Spinach (1 medium)",8
RCP05811,Rogan Josh,Indian,Beverages,Fried,Easy,20,131,151,2,Medium,Snack,False,False,True,False,3.8,1376,454,3.85,2024-08-14,True,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Shrimp (840g), Semolina (411 g), Carrot (1 medium), Cumin (1 tsp)",7
RCP05812,Idli,Indian,Beverages,Pressure-cooked,Medium,55,157,212,5,Hot,Lunch,False,False,False,False,4.6,3309,372,21.61,2023-10-05,True,False,"Onion (3 medium), Garlic (8 cloves), Salt (to taste), Shrimp (857g), Ginger (2 medium), Mint Leaves (4 tbsp), Wheat Flour (352 g), Cumin (2 tsp), Yogurt (452 ml), Black Pepper (2 tsp), Beef (1 tbsp), Curry Leaves (4 tbsp), Fresh Coriander (2 tbsp), Bay Leaf (2 tsp)",14
RCP05813,Indian Beverages Special 481,Indian,Beverages,Boiled,Medium,48,66,114,4,Hot,Snack,True,False,False,True,3.6,3285,785,4.25,2025-03-02,True,True,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Lentils (Dal) (357g), Coconut Milk (3 tbsp), Peas (2 medium), Water (1 tbsp), Fresh Coriander (3 tbsp), Curry Leaves (4 tbsp)",9
RCP05814,Naan,Indian,Beverages,Boiled,Hard,11,103,114,2,Mild,Dessert,False,False,False,False,4.5,318,491,8.66,2025-04-08,True,False,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Chicken (773g), Ghee (298 ml), Ginger (2 medium), Sugar (1 tbsp), Wheat Flour (350 g), Semolina (341 g), Fresh Coriander (4 tbsp), Cream (279 ml), Mutton (4 tbsp), Cream (181 ml), Vinegar (1 tbsp), Chicken (1 tbsp), Wheat Flour (390 g), Cumin (1 tsp), Cashews (4 tbsp), Cumin (1 tsp)",19
RCP05815,Indian Beverages Special 483,Indian,Beverages,Fried,Easy,22,143,165,7,Mild,Snack,False,False,True,True,3.6,1981,353,19.58,2024-09-20,True,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Beef (640g), Vinegar (3 tbsp), Paneer (4 tbsp), Paneer (336 ml)",7
RCP05816,Biryani,Indian,Beverages,Pressure-cooked,Easy,12,146,158,3,Mild,Snack,False,False,False,True,4.2,4529,593,10.82,2023-10-16,True,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Tofu (678g), Fresh Coriander (1 tbsp), Water (2 tbsp), Salt (2 tbsp), Coriander (2 tsp)",8
RCP05817,Dal Tadka,Indian,Beverages,Grilled,Medium,40,46,86,5,Very Hot,Snack,False,True,False,False,3.6,3935,332,5.92,2024-05-22,False,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Shrimp (838g), Chickpea Flour (209 g), Turmeric (1 tsp), Mint Leaves (1 tbsp), Chicken (2 tbsp), Vinegar (3 tbsp), Fenugreek Leaves (2 tbsp), Bay Leaf (1 tsp), Lentils (Dal) (4 tbsp), Semolina (316 g), Mustard Seeds (2 tbsp)",14
RCP05818,Indian Beverages Special 486,Indian,Beverages,Roasted,Medium,45,41,86,5,Mild,Lunch,False,False,False,False,4.8,1459,549,3.27,2025-05-09,True,False,"Onion (2 medium), Garlic (4 cloves), Salt (to taste), Shrimp (760g), Shrimp (2 tbsp), Black Pepper (1 tsp), Chickpeas (3 tbsp), Paneer (348 ml), Turmeric (2 tsp), Spinach (1 medium), Mustard Seeds (1 tbsp), Shrimp (1 tbsp), Spinach (2 medium)",13
RCP05819,Idli,Indian,Beverages,Roasted,Medium,24,106,130,4,Hot,Lunch,False,False,False,True,4.8,2698,669,12.71,2023-07-12,False,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Shrimp (840g), Raisins (1 tbsp), Paneer (253 ml), Ginger (2 medium), Semolina (234 g), Onion (1 medium), Butter (377 ml), Cream (350 ml), Lentils (Dal) (4 tbsp), Garam Masala (2 tsp), Cumin (1 tsp)",14
RCP05820,Butter Chicken,Indian,Beverages,Baked,Hard,45,31,76,7,Medium,Breakfast,True,False,False,False,4.6,2747,249,4.97,2025-10-31,True,False,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Lentils (Dal) (493g), Raisins (1 tbsp), Mint Leaves (3 tbsp), Ghee (492 ml), Fenugreek Leaves (2 tbsp), Curry Leaves (2 tbsp), Butter (485 ml), Butter (364 ml), Coconut Milk (3 tbsp), Lentils (Dal) (3 tbsp), Coconut Milk (1 tbsp), Green Chili (2 medium), Curry Leaves (4 tbsp), Ghee (463 ml), Basmati Rice (357 g)",18
RCP05821,Indian Beverages Special 489,Indian,Beverages,Boiled,Medium,27,40,67,7,Mild,Snack,False,False,False,False,4.2,453,197,23.52,2024-03-17,True,True,"Onion (3 medium), Garlic (7 cloves), Salt (to taste), Mutton (427g), Fresh Coriander (2 tbsp), Fenugreek Leaves (3 tbsp), Butter (123 ml), Coriander (1 tsp), Water (2 tbsp), Fenugreek Leaves (4 tbsp)",10
RCP05822,Indian Beverages Special 490,Indian,Beverages,Fried,Medium,40,89,129,5,Mild,Snack,False,False,True,False,4.7,100,214,12.95,2025-08-31,False,True,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Shrimp (858g), Bell Pepper (2 medium), Sugar (3 tbsp), Lentils (Dal) (4 tbsp), Mint Leaves (2 tbsp), Ginger (2 medium), Coconut Milk (4 tbsp)",10
RCP05823,Indian Beverages Special 491,Indian,Beverages,Roasted,Medium,14,155,169,2,Hot,Beverage,False,False,False,True,5.0,417,508,18.98,2023-12-23,True,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Fish (915g), Yogurt (324 ml), Chickpeas (1 tbsp), Tomato (2 medium), Tamarind Paste (1 tbsp), Yogurt (331 ml)",9
RCP05824,Dosa,Indian,Beverages,Baked,Easy,35,158,193,7,Medium,Breakfast,True,False,True,True,3.5,2916,521,24.72,2026-01-30,True,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Chickpeas (318g), Vinegar (2 tbsp), Oil (3 tbsp)",6
RCP05825,Masala Dosa,Indian,Beverages,Baked,Medium,28,125,153,4,Medium,Dinner,False,False,True,False,3.9,3489,226,21.22,2025-05-13,True,True,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Chicken (423g), Yogurt (240 ml), Shrimp (1 tbsp), Red Chili Powder (1 tsp), Beef (2 tbsp), Basmati Rice (432 g)",9
RCP05826,Biryani,Indian,Beverages,Pressure-cooked,Hard,53,152,205,2,Very Hot,Snack,False,False,False,True,3.8,3479,533,10.65,2023-12-02,False,False,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Beef (421g), Curry Leaves (2 tbsp), Red Chili Powder (2 tsp), Spinach (1 medium), Wheat Flour (394 g), Spinach (1 medium), Cream (465 ml), Lemon Juice (1 tbsp), Cardamom (1 tsp), Almonds (1 tbsp), Chicken (3 tbsp)",14
RCP05827,Idli,Indian,Beverages,Fried,Hard,52,61,113,7,Mild,Lunch,False,False,True,False,4.6,375,160,15.6,2023-07-10,False,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Beef (487g), Wheat Flour (290 g), Eggs (2 tbsp), Cardamom (1 tsp), Salt (1 tbsp), Spinach (1 medium), Black Pepper (1 tsp), Paneer (1 tbsp), Paneer (2 tbsp), Wheat Flour (315 g), Wheat Flour (375 g)",14
RCP05828,Dosa,Indian,Beverages,Pressure-cooked,Hard,33,24,57,6,Very Hot,Dinner,False,False,False,True,3.9,864,755,10.69,2024-07-17,False,False,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Tofu (393g), Red Chili Powder (1 tsp), Paneer (461 ml), Fenugreek Leaves (3 tbsp), Coriander (1 tsp), Milk (143 ml), Black Pepper (2 tsp), Potato (2 medium), Eggs (2 tbsp), Coconut Milk (1 tbsp), Carrot (1 medium)",14
RCP05829,Gulab Jamun,Indian,Beverages,Fried,Easy,12,132,144,5,Hot,Snack,True,False,False,True,4.3,2325,431,12.12,2024-05-29,True,False,"Onion (1 medium), Garlic (8 cloves), Salt (to taste), Lentils (Dal) (219g), Cream (498 ml), Shrimp (2 tbsp), Coconut Milk (2 tbsp), Black Pepper (1 tsp), Fresh Coriander (4 tbsp)",9
RCP05830,Masala Dosa,Indian,Beverages,Slow-cooked,Easy,37,177,214,6,Mild,Snack,True,False,True,False,4.8,3746,426,22.42,2026-01-23,True,False,"Onion (1 medium), Garlic (3 cloves), Salt (to taste), Lentils (Dal) (423g), Fresh Coriander (3 tbsp), Vinegar (1 tbsp), Fish (4 tbsp)",7
RCP05831,Gulab Jamun,Indian,Beverages,Grilled,Medium,27,15,42,7,Mild,Snack,False,False,True,False,3.5,4443,678,19.48,2024-04-17,False,False,"Onion (3 medium), Garlic (8 cloves), Salt (to taste), Tofu (905g), Fenugreek Leaves (3 tbsp), Chicken (2 tbsp), Ghee (382 ml), Garlic (1 medium), Salt (1 tbsp)",9
RCP05832,Rogan Josh,Indian,Beverages,Slow-cooked,Easy,44,122,166,7,Medium,Lunch,False,False,False,True,4.2,4028,762,11.62,2025-06-04,True,True,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Beef (949g), Fresh Coriander (2 tbsp)",5
RCP05833,Indian Beverages Special 501,Indian,Beverages,Grilled,Medium,36,80,116,6,Medium,Lunch,True,False,False,False,3.8,4409,375,10.46,2024-03-27,True,True,"Onion (3 medium), Garlic (9 cloves), Salt (to taste), Eggs (484g), Tamarind Paste (1 tbsp), Semolina (481 g), Tamarind Paste (2 tbsp), Lemon Juice (4 tbsp), Fish (1 tbsp), Coriander (2 tsp), Fenugreek Leaves (3 tbsp)",11
RCP05834,Dosa,Indian,Beverages,Fried,Easy,50,138,188,7,Medium,Beverage,False,False,False,False,4.0,1475,730,24.29,2024-12-30,True,False,"Onion (2 medium), Garlic (7 cloves), Salt (to taste), Mutton (521g), Tofu (2 tbsp), Curry Leaves (4 tbsp), Eggs (1 tbsp), Coriander (1 tsp)",8
RCP05835,Samosa,Indian,Beverages,Slow-cooked,Easy,48,110,158,2,Mild,Dessert,False,False,False,True,4.1,117,258,22.6,2026-02-09,True,False,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Beef (651g), Peas (2 medium)",5
RCP05836,Indian Beverages Special 504,Indian,Beverages,Steamed,Easy,54,17,71,7,Medium,Dessert,True,True,False,True,3.9,3434,157,18.5,2023-07-29,True,False,"Onion (3 medium), Garlic (7 cloves), Salt (to taste), Lentils (Dal) (306g), Ghee (277 ml)",5
RCP05837,Indian Beverages Special 505,Indian,Beverages,Slow-cooked,Easy,39,133,172,7,Mild,Snack,False,False,True,True,4.3,1657,220,20.69,2025-05-06,True,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Mutton (493g), All-Purpose Flour (458 g), Black Pepper (2 tsp)",6
RCP05838,Indian Beverages Special 506,Indian,Beverages,Baked,Hard,10,28,38,7,Hot,Dessert,False,False,False,False,3.7,1888,158,8.68,2024-08-06,True,False,"Onion (3 medium), Garlic (9 cloves), Salt (to taste), Chicken (713g), Green Chili (2 medium), Tomato (1 medium), Sugar (2 tbsp), Wheat Flour (234 g), Almonds (1 tbsp), Yogurt (255 ml), Vinegar (3 tbsp), Butter (114 ml), Tomato (1 medium), Paneer (367 ml), Fresh Coriander (1 tbsp), Ghee (431 ml), Yogurt (126 ml), Black Pepper (1 tsp), Sugar (4 tbsp)",19
RCP05839,Rogan Josh,Indian,Beverages,Steamed,Hard,41,19,60,5,Medium,Beverage,False,False,False,True,4.0,3070,712,2.76,2024-05-31,True,False,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Mutton (681g), Cinnamon (1 tsp), Salt (4 tbsp), Ghee (209 ml), Milk (420 ml), Water (4 tbsp), Garlic (1 medium), Bay Leaf (1 tsp), Almonds (3 tbsp), Potato (1 medium)",13
RCP05840,Dosa,Indian,Beverages,Fried,Medium,43,172,215,4,Hot,Breakfast,False,False,False,True,4.3,266,629,14.33,2024-07-31,False,True,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Beef (971g), Milk (350 ml), Tomato (1 medium), Bay Leaf (2 tsp), Carrot (1 medium), Butter (466 ml), Chickpeas (2 tbsp), Green Chili (1 medium)",11
RCP05841,Indian Beverages Special 509,Indian,Beverages,Grilled,Medium,58,97,155,2,Medium,Breakfast,True,False,False,True,3.9,2788,310,24.51,2025-01-02,True,False,"Onion (2 medium), Garlic (7 cloves), Salt (to taste), Eggs (279g), Oil (1 tbsp), Cloves (2 tsp), Oil (4 tbsp), Beef (1 tbsp), Vinegar (4 tbsp), Curry Leaves (2 tbsp), Mint Leaves (1 tbsp), Chickpea Flour (271 g), Wheat Flour (445 g)",13
RCP05842,Samosa,Indian,Beverages,Boiled,Easy,58,166,224,7,Mild,Breakfast,False,True,False,True,3.6,1118,698,9.84,2023-05-03,True,True,"Onion (2 medium), Garlic (4 cloves), Salt (to taste), Fish (327g), All-Purpose Flour (241 g), Coriander (2 tsp), Tofu (1 tbsp)",7
RCP05843,Naan,Indian,Beverages,Boiled,Medium,41,165,206,7,Medium,Dessert,False,True,False,True,4.5,1677,290,2.41,2023-11-19,False,True,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Paneer (895g), Fresh Coriander (3 tbsp), Butter (489 ml), Cardamom (2 tsp), Cardamom (2 tsp)",8
RCP05844,Dal Tadka,Indian,Beverages,Slow-cooked,Medium,11,68,79,6,Hot,Breakfast,True,False,False,False,4.4,3805,309,21.05,2025-05-26,True,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Chickpeas (201g), Cardamom (1 tsp), Mutton (4 tbsp), Tofu (1 tbsp), Chickpea Flour (352 g), Raisins (2 tbsp)",9
RCP05845,Dal Tadka,Indian,Beverages,Fried,Medium,38,162,200,7,Mild,Dinner,False,False,False,False,4.3,3265,592,3.22,2024-09-05,True,True,"Onion (3 medium), Garlic (7 cloves), Salt (to taste), Fish (328g), Coriander (1 tsp), Oil (3 tbsp), Chickpeas (2 tbsp), Beef (1 tbsp)",8
RCP05846,Dal Tadka,Indian,Beverages,Slow-cooked,Easy,36,22,58,7,Medium,Lunch,True,False,False,False,4.7,85,610,7.73,2023-02-17,False,False,"Onion (1 medium), Garlic (5 cloves), Salt (to taste), Eggs (210g), Sugar (3 tbsp), Curry Leaves (3 tbsp)",6
RCP05847,Vindaloo,Indian,Beverages,Baked,Medium,49,132,181,6,Hot,Beverage,True,True,False,True,4.1,1888,167,20.57,2024-05-22,True,True,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Chickpeas (268g), Ginger (2 medium), Curry Leaves (3 tbsp), Fresh Coriander (1 tbsp), Red Chili Powder (2 tsp), Peas (2 medium), Chicken (2 tbsp), Shrimp (4 tbsp), Fresh Coriander (1 tbsp)",12
RCP05848,Tandoori Chicken,Indian,Beverages,Baked,Easy,53,37,90,5,Medium,Breakfast,True,True,False,True,4.0,777,430,2.72,2024-12-01,True,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Lentils (Dal) (262g), Vinegar (2 tbsp)",5
RCP05849,Indian Beverages Special 517,Indian,Beverages,Pressure-cooked,Medium,50,88,138,7,Hot,Lunch,False,False,True,True,4.0,991,694,9.86,2023-03-27,False,False,"Onion (2 medium), Garlic (9 cloves), Salt (to taste), Beef (989g), Garlic (1 medium), Beef (2 tbsp), Mutton (2 tbsp), Fresh Coriander (1 tbsp), Bay Leaf (1 tsp), Wheat Flour (267 g), Curry Leaves (3 tbsp), Cream (413 ml), Mustard Seeds (4 tbsp)",13
RCP05850,Indian Beverages Special 518,Indian,Beverages,Slow-cooked,Medium,12,96,108,4,Medium,Dinner,False,False,False,True,4.1,81,631,4.94,2025-09-27,False,False,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Mutton (880g), Paneer (1 tbsp), Coriander (1 tsp), Mutton (2 tbsp), All-Purpose Flour (413 g), Fresh Coriander (3 tbsp)",9
RCP05851,Indian Beverages Special 519,Indian,Beverages,Pressure-cooked,Medium,56,72,128,4,Hot,Dinner,False,False,False,True,3.6,2438,503,5.73,2023-06-18,True,False,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Chicken (670g), Fenugreek Leaves (2 tbsp), Black Pepper (2 tsp), Cashews (2 tbsp), Red Chili Powder (1 tsp), Tamarind Paste (2 tbsp), Yogurt (200 ml)",10
RCP05852,Rogan Josh,Indian,Beverages,Baked,Hard,11,139,150,7,Mild,Dessert,True,False,False,True,4.4,3891,238,14.19,2023-09-04,False,True,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Lentils (Dal) (293g), Tofu (1 tbsp), Paneer (4 tbsp), Sesame Seeds (4 tbsp), Paneer (182 ml), Coconut Milk (2 tbsp), Milk (332 ml), Peas (2 medium), Fresh Coriander (4 tbsp), Vinegar (4 tbsp), Carrot (2 medium), Curry Leaves (4 tbsp), Lemon Juice (4 tbsp), Mint Leaves (3 tbsp), Yogurt (152 ml), Cardamom (2 tsp)",19
RCP05853,Idli,Indian,Beverages,Slow-cooked,Hard,56,41,97,6,Mild,Breakfast,False,False,False,True,5.0,918,745,3.89,2024-02-05,False,False,"Onion (2 medium), Garlic (4 cloves), Salt (to taste), Fish (379g), Sugar (2 tbsp), Salt (3 tbsp), Red Chili Powder (2 tsp), Tofu (1 tbsp), Tamarind Paste (1 tbsp), Chickpeas (2 tbsp), Oil (2 tbsp), Semolina (499 g), Oil (4 tbsp), Cloves (2 tsp), Tamarind Paste (2 tbsp), Semolina (236 g), Cream (123 ml)",17
RCP05854,Indian Beverages Special 522,Indian,Beverages,Pressure-cooked,Medium,19,114,133,5,Hot,Lunch,True,True,False,True,3.8,516,191,11.6,2024-05-24,True,False,"Onion (2 medium), Garlic (4 cloves), Salt (to taste), Eggs (305g), Curry Leaves (3 tbsp), Sugar (4 tbsp), Spinach (2 medium), Cream (282 ml)",8
RCP05855,Dosa,Indian,Beverages,Baked,Easy,34,153,187,3,Hot,Dessert,False,False,False,True,3.7,622,482,15.7,2025-08-11,False,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Fish (771g), Semolina (322 g), Curry Leaves (4 tbsp), Fresh Coriander (2 tbsp), Water (4 tbsp)",8
RCP05856,Indian Beverages Special 524,Indian,Beverages,Fried,Easy,14,68,82,5,Medium,Beverage,False,False,False,False,4.8,2748,783,19.86,2024-09-04,False,False,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Tofu (440g), Cream (193 ml), Water (1 tbsp)",6
RCP05857,Indian Beverages Special 525,Indian,Beverages,Steamed,Easy,29,162,191,2,Mild,Dessert,True,False,False,True,4.5,3953,154,8.85,2024-06-08,True,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Chickpeas (254g), Curry Leaves (3 tbsp)",5
RCP05858,Indian Beverages Special 526,Indian,Beverages,Boiled,Medium,22,155,177,4,Mild,Dinner,True,False,False,True,3.9,143,213,16.69,2025-07-28,False,False,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Eggs (276g), Chicken (3 tbsp), Chicken (3 tbsp), Lentils (Dal) (4 tbsp), Cumin (1 tsp), Turmeric (2 tsp)",9
RCP05859,Indian Beverages Special 527,Indian,Beverages,Fried,Hard,55,123,178,5,Mild,Beverage,False,False,False,False,3.5,1462,213,24.43,2025-04-14,False,False,"Onion (3 medium), Garlic (7 cloves), Salt (to taste), Shrimp (634g), Semolina (281 g), Eggs (4 tbsp), Raisins (1 tbsp), Ghee (392 ml), Milk (347 ml), Paneer (155 ml), All-Purpose Flour (467 g), Milk (298 ml), Salt (3 tbsp)",13
RCP05860,Paneer Tikka,Indian,Beverages,Pressure-cooked,Hard,48,166,214,2,Very Hot,Lunch,True,False,False,True,4.2,4537,786,3.8,2025-08-26,True,False,"Onion (2 medium), Garlic (7 cloves), Salt (to taste), Chickpeas (208g), Semolina (330 g), Sesame Seeds (4 tbsp), Chickpeas (3 tbsp), Cardamom (2 tsp), Cream (457 ml), Chickpea Flour (288 g), Tomato (2 medium), Mint Leaves (1 tbsp), Fish (4 tbsp), Basmati Rice (448 g), Basmati Rice (256 g), Cardamom (2 tsp), Sugar (1 tbsp)",17
RCP05861,Chole Bhature,Indian,Beverages,Pressure-cooked,Easy,29,150,179,7,Mild,Snack,False,True,False,True,4.6,1397,555,6.0,2023-06-21,True,True,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Tofu (733g), Chickpea Flour (471 g), Semolina (463 g)",6
RCP05862,Tandoori Chicken,Indian,Beverages,Steamed,Easy,44,38,82,7,Mild,Dinner,False,False,False,True,4.2,895,269,22.48,2024-01-14,False,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Tofu (420g), Fresh Coriander (3 tbsp), Ghee (465 ml), Cashews (2 tbsp)",7
RCP05863,Paneer Tikka,Indian,Beverages,Grilled,Hard,44,23,67,5,Medium,Lunch,True,False,True,True,5.0,3709,764,17.56,2025-06-24,False,False,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Chickpeas (491g), Yogurt (455 ml), Basmati Rice (229 g), Fresh Coriander (4 tbsp), Sesame Seeds (3 tbsp), Chickpea Flour (260 g), Curry Leaves (4 tbsp), Chickpeas (1 tbsp), Basmati Rice (475 g), Cardamom (2 tsp)",13
RCP05864,Idli,Indian,Beverages,Fried,Medium,27,83,110,3,Hot,Snack,False,False,False,False,4.7,3245,499,10.67,2024-05-11,False,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Shrimp (816g), Mint Leaves (2 tbsp), Bell Pepper (1 medium), Vinegar (2 tbsp), Cumin (2 tsp)",8
RCP05865,Indian Beverages Special 533,Indian,Beverages,Baked,Easy,46,146,192,4,Medium,Snack,False,False,False,True,3.7,3583,187,7.52,2023-02-22,True,False,"Onion (2 medium), Garlic (4 cloves), Salt (to taste), Tofu (916g), All-Purpose Flour (476 g), Ginger (1 medium), Wheat Flour (363 g)",7
RCP05866,Vindaloo,Indian,Beverages,Grilled,Easy,50,88,138,3,Medium,Beverage,False,False,False,True,4.8,2971,420,3.96,2023-11-06,True,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Mutton (619g), Water (4 tbsp), Yogurt (431 ml), All-Purpose Flour (224 g), Basmati Rice (358 g)",8
RCP05867,Indian Beverages Special 535,Indian,Beverages,Slow-cooked,Easy,53,137,190,3,Hot,Snack,False,False,False,True,4.3,401,158,10.88,2023-09-13,True,False,"Onion (1 medium), Garlic (8 cloves), Salt (to taste), Shrimp (767g), Fenugreek Leaves (3 tbsp), Chickpeas (1 tbsp)",6
RCP05868,Vindaloo,Indian,Beverages,Roasted,Medium,42,169,211,7,Medium,Dessert,False,False,False,True,4.3,3579,223,9.59,2024-07-03,True,True,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Fish (878g), Eggs (3 tbsp), Butter (154 ml), Mint Leaves (1 tbsp), Green Chili (2 medium), Paneer (4 tbsp), Wheat Flour (406 g)",10
RCP05869,Indian Beverages Special 537,Indian,Beverages,Boiled,Easy,46,71,117,4,Mild,Lunch,False,False,False,False,4.5,429,341,14.51,2025-04-21,True,False,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Chicken (334g), Butter (467 ml), Lemon Juice (1 tbsp), Curry Leaves (1 tbsp)",7
RCP05870,Vindaloo,Indian,Beverages,Grilled,Medium,42,31,73,6,Medium,Beverage,True,False,False,False,3.7,2135,611,20.55,2023-07-28,True,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Lentils (Dal) (273g), Tomato (1 medium), Paneer (2 tbsp), Chicken (3 tbsp), All-Purpose Flour (418 g), Cashews (1 tbsp), Cream (488 ml), Oil (4 tbsp), Red Chili Powder (2 tsp), Red Chili Powder (1 tsp), Milk (466 ml)",14
RCP05871,Indian Beverages Special 539,Indian,Beverages,Baked,Hard,49,31,80,7,Hot,Lunch,True,False,False,True,4.7,2184,584,18.35,2024-02-14,True,False,"Onion (2 medium), Garlic (4 cloves), Salt (to taste), Eggs (459g), Vinegar (2 tbsp), Semolina (294 g), Cinnamon (2 tsp), Carrot (1 medium), Carrot (2 medium), Raisins (4 tbsp), Beef (4 tbsp), Carrot (2 medium), Mustard Seeds (4 tbsp), Cream (417 ml), Spinach (2 medium), Turmeric (2 tsp), Water (3 tbsp)",17
RCP05872,Indian Beverages Special 540,Indian,Beverages,Baked,Easy,33,87,120,6,Mild,Breakfast,False,False,True,True,4.2,4510,790,18.29,2024-07-25,True,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Mutton (501g), Cumin (2 tsp), Cumin (1 tsp), Paneer (112 ml), Cashews (2 tbsp), Water (4 tbsp)",9
RCP05873,Chole Bhature,Indian,Beverages,Steamed,Easy,31,117,148,4,Hot,Dinner,False,False,False,True,4.0,4331,402,14.77,2023-07-15,True,False,"Onion (2 medium), Garlic (9 cloves), Salt (to taste), Mutton (572g), Bell Pepper (2 medium), Paneer (182 ml)",6
RCP05874,Vindaloo,Indian,Beverages,Slow-cooked,Easy,39,146,185,5,Medium,Lunch,False,False,False,True,5.0,4155,444,9.58,2023-03-27,True,False,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Shrimp (506g), Fresh Coriander (2 tbsp)",5
